bank_account_no,scam_msg_time,first_pay_time,amount,label
acct_177,2/18/2025 15:30,2/22/2025 8:21,12.992955415866973,0
acct_178,2/3/2025 9:30,2/3/2025 9:38,23.20850872303428,1
acct_179,2/1/2025 10:00,2/1/2025 10:12,34.08460113808635,1
acct_180,2/20/2025 13:10,2/21/2025 9:08,140.21576088868608,1
acct_181,2/17/2025 19:00,2/23/2025 10:42,97.61910136972105,1
acct_182,2/24/2025 16:25,2/15/2025 8:16,206.79548091788214,1
acct_183,2/7/2025 11:00,2/7/2025 12:10,69.49670557178771,0
acct_184,2/7/2025 11:00,2/7/2025 12:10,68.7974441257623,0
acct_185,2/14/2025 17:45,2/25/2025 8:49,258.41172741994916,1
acct_186,2/21/2025 11:50,2/19/2025 11:26,24.879273212033986,0
acct_187,2/25/2025 14:20,2/13/2025 9:27,20.04837568562554,1
acct_188,2/11/2025 20:10,2/11/2025 21:05,89.5525483586571,0
acct_189,2/11/2025 20:10,2/11/2025 21:05,86.17446823221526,0
acct_190,2/5/2025 14:10,2/5/2025 14:55,45.37979312673471,0
acct_191,2/15/2025 12:40,2/24/2025 10:01,23.108707170780765,0
acct_192,2/20/2025 13:10,2/21/2025 9:08,139.05644793272333,1
acct_193,2/20/2025 13:10,2/21/2025 9:08,140.91877154343322,1
acct_194,2/5/2025 14:10,2/5/2025 14:55,51.40390725244254,0
acct_195,2/14/2025 17:45,2/25/2025 8:49,260.2764828641174,1
acct_196,2/24/2025 16:25,2/15/2025 8:16,211.5202661707517,1
acct_197,2/12/2025 15:00,2/12/2025 15:11,25.458422748230138,0
acct_198,2/24/2025 16:25,2/15/2025 8:16,211.06012941120292,1
acct_199,2/1/2025 10:00,2/1/2025 10:12,33.590653474260236,1
acct_0,2/24/2025 16:25,2/15/2025 8:16,209.6407771723371,1
acct_1,2/14/2025 17:45,2/25/2025 8:49,260.3935521933139,1
acct_2,2/25/2025 14:20,2/13/2025 9:27,20.641056950834837,1
acct_3,2/18/2025 15:30,2/22/2025 8:21,16.212517655550855,0
acct_4,2/10/2025 7:30,2/10/2025 7:36,23.042334511464226,1
acct_5,2/6/2025 8:45,2/6/2025 8:49,14.468322416169242,1
acct_6,2/8/2025 18:20,2/8/2025 18:24,17.76491566534374,1
acct_7,2/10/2025 7:30,2/10/2025 7:36,23.659038084048145,1
acct_8,2/14/2025 17:45,2/25/2025 8:49,256.0138792578917,1
acct_9,2/17/2025 19:00,2/23/2025 10:42,92.40705534385047,1
acct_10,2/5/2025 14:10,2/5/2025 14:55,47.03562920511436,0
acct_11,2/20/2025 13:10,2/21/2025 9:08,135.3327677603034,1
acct_12,2/17/2025 19:00,2/23/2025 10:42,93.64347111968965,1
acct_13,2/23/2025 13:30,2/16/2025 10:57,29.498867799455482,0
acct_14,2/5/2025 14:10,2/5/2025 14:55,49.43023186723485,0
acct_15,2/23/2025 13:30,2/16/2025 10:57,28.395580163883704,0
acct_16,2/18/2025 15:30,2/22/2025 8:21,19.178434993421586,0
acct_17,2/17/2025 19:00,2/23/2025 10:42,97.65537226453539,1
acct_18,2/14/2025 17:45,2/25/2025 8:49,259.8617241305477,1
acct_19,2/22/2025 17:40,2/18/2025 8:06,312.7071717791388,1
acct_20,2/17/2025 19:00,2/23/2025 10:42,95.18425331686822,1
acct_21,2/3/2025 9:30,2/3/2025 9:38,18.325203552345076,1
acct_22,2/12/2025 15:00,2/12/2025 15:11,23.81119929560253,0
acct_23,2/5/2025 14:10,2/5/2025 14:55,47.038926974869966,0
acct_24,2/20/2025 13:10,2/21/2025 9:08,138.2237322925327,1
acct_25,2/18/2025 15:30,2/22/2025 8:21,16.283966623851143,0
acct_26,2/11/2025 20:10,2/11/2025 21:05,90.6071700387572,0
acct_27,2/6/2025 8:45,2/6/2025 8:49,18.44153966233197,1
acct_28,2/1/2025 10:00,2/1/2025 10:12,32.23563696924592,1
acct_29,2/6/2025 8:45,2/6/2025 8:49,15.785654936519839,1
acct_30,2/1/2025 10:00,2/1/2025 10:12,32.91891212168493,1
acct_31,2/22/2025 17:40,2/18/2025 8:06,310.9493941769264,1
acct_32,2/11/2025 20:10,2/11/2025 21:05,88.73782669862454,0
acct_33,2/20/2025 13:10,2/21/2025 9:08,136.33818834830493,1
acct_34,2/14/2025 17:45,2/25/2025 8:49,261.856593983137,1
acct_35,2/24/2025 16:25,2/15/2025 8:16,208.78999857438254,1
acct_36,2/14/2025 17:45,2/25/2025 8:49,258.9321995232529,1
acct_37,2/10/2025 7:30,2/10/2025 7:36,19.86049517742062,1
acct_38,2/9/2025 16:00,2/9/2025 19:15,118.69143344662488,0
acct_39,2/5/2025 14:10,2/5/2025 14:55,50.85578088138983,0
acct_40,2/18/2025 15:30,2/22/2025 8:21,16.62151131812719,0
acct_41,2/14/2025 17:45,2/25/2025 8:49,260.65732400456494,1
acct_42,2/1/2025 10:00,2/1/2025 10:12,35.72384370785769,1
acct_43,2/20/2025 13:10,2/21/2025 9:08,142.64132331105634,1
acct_44,2/24/2025 16:25,2/15/2025 8:16,209.31442769827123,1
acct_45,2/21/2025 11:50,2/19/2025 11:26,21.046284366308537,0
acct_46,2/15/2025 12:40,2/24/2025 10:01,25.134444833143966,0
acct_47,2/12/2025 15:00,2/12/2025 15:11,24.337023655805492,0
acct_48,2/25/2025 14:20,2/13/2025 9:27,21.229184889154755,1
acct_49,2/12/2025 15:00,2/12/2025 15:11,25.76675422636494,0
acct_50,2/22/2025 17:40,2/18/2025 8:06,309.7377249395933,1
acct_51,2/17/2025 19:00,2/23/2025 10:42,95.6975517880926,1
acct_52,2/8/2025 18:20,2/8/2025 18:24,21.9020251202526,1
acct_53,2/8/2025 18:20,2/8/2025 18:24,22.153961058107505,1
acct_54,2/23/2025 13:30,2/16/2025 10:57,28.13876227026556,0
acct_55,2/15/2025 12:40,2/24/2025 10:01,23.32038118663415,0
acct_56,2/12/2025 15:00,2/12/2025 15:11,27.15248031493277,0
acct_57,2/10/2025 7:30,2/10/2025 7:36,20.308677934465305,1
acct_58,2/21/2025 11:50,2/19/2025 11:26,24.66614074523651,0
acct_59,2/21/2025 11:50,2/19/2025 11:26,23.948274304092287,0
acct_60,2/3/2025 9:30,2/3/2025 9:38,20.627816422915107,1
acct_61,2/11/2025 20:10,2/11/2025 21:05,87.33326238810119,0
acct_62,2/17/2025 19:00,2/23/2025 10:42,91.82086501338206,1
acct_63,2/1/2025 10:00,2/1/2025 10:12,30.854033128017416,1
acct_64,2/20/2025 13:10,2/21/2025 9:08,137.76523177402078,1
acct_65,2/21/2025 11:50,2/19/2025 11:26,23.082649430121332,0
acct_66,2/14/2025 17:45,2/25/2025 8:49,259.4136168267025,1
acct_67,2/1/2025 10:00,2/1/2025 10:12,38.87446232485903,1
acct_68,2/7/2025 11:00,2/7/2025 12:10,74.21198673981459,0
acct_69,2/20/2025 13:10,2/21/2025 9:08,138.07581776731675,1
acct_70,2/18/2025 15:30,2/22/2025 8:21,17.695416904901915,0
acct_71,2/20/2025 13:10,2/21/2025 9:08,139.18584352729934,1
acct_72,2/15/2025 12:40,2/24/2025 10:01,22.43127232391981,0
acct_73,2/6/2025 8:45,2/6/2025 8:49,15.370651298830763,1
acct_74,2/5/2025 14:10,2/5/2025 14:55,51.23834223395079,0
acct_75,2/14/2025 17:45,2/25/2025 8:49,259.321483032232,1
acct_76,2/18/2025 15:30,2/22/2025 8:21,19.127703065468715,0
acct_77,2/14/2025 17:45,2/25/2025 8:49,257.7161235477152,1
acct_78,2/18/2025 15:30,2/22/2025 8:21,17.012678124724538,0
acct_79,2/24/2025 16:25,2/15/2025 8:16,215.19534745319166,1
acct_80,2/20/2025 13:10,2/21/2025 9:08,140.44615948525055,1
acct_81,2/17/2025 19:00,2/23/2025 10:42,97.86642901321234,1
acct_82,2/18/2025 15:30,2/22/2025 8:21,17.183040356346417,0
acct_83,2/22/2025 17:40,2/18/2025 8:06,311.1615541906596,1
acct_84,2/11/2025 20:10,2/11/2025 21:05,88.88643361121461,0
acct_85,2/8/2025 18:20,2/8/2025 18:24,17.659184837671592,1
acct_86,2/5/2025 14:10,2/5/2025 14:55,48.44103520654916,0
acct_87,2/20/2025 13:10,2/21/2025 9:08,140.8606027179151,1
acct_88,2/11/2025 20:10,2/11/2025 21:05,87.29692562162846,0
acct_89,2/7/2025 11:00,2/7/2025 12:10,73.33117047262685,0
acct_90,2/24/2025 16:25,2/15/2025 8:16,212.17057400889183,1
acct_91,2/18/2025 15:30,2/22/2025 8:21,17.73306281447446,0
acct_92,2/18/2025 15:30,2/22/2025 8:21,16.427502532888617,0
acct_93,2/22/2025 17:40,2/18/2025 8:06,310.9079311586174,1
acct_94,2/11/2025 20:10,2/11/2025 21:05,88.38265388890717,0
acct_95,2/15/2025 12:40,2/24/2025 10:01,24.871094250930298,0
acct_96,2/5/2025 14:10,2/5/2025 14:55,46.33718783156975,0
acct_97,2/20/2025 13:10,2/21/2025 9:08,139.3287852637627,1
acct_98,2/1/2025 10:00,2/1/2025 10:12,31.018376009752004,1
acct_99,2/14/2025 17:45,2/25/2025 8:49,257.0098783395456,1
acct_100,2/15/2025 12:40,2/24/2025 10:01,25.72772445962782,0
acct_101,2/18/2025 15:30,2/22/2025 8:21,18.790369963943373,0
acct_102,2/11/2025 20:10,2/11/2025 21:05,87.56103953343042,0
acct_103,2/14/2025 17:45,2/25/2025 8:49,256.9949930879182,1
acct_104,2/25/2025 14:20,2/13/2025 9:27,13.070942324316697,1
acct_105,2/1/2025 10:00,2/1/2025 10:12,33.913008984134734,1
acct_106,2/14/2025 17:45,2/25/2025 8:49,264.8408300244948,1
acct_107,2/5/2025 14:10,2/5/2025 14:55,50.8697685429273,0
acct_108,2/14/2025 17:45,2/25/2025 8:49,258.880855427901,1
acct_109,2/17/2025 19:00,2/23/2025 10:42,95.93016041900061,1
acct_110,2/23/2025 13:30,2/16/2025 10:57,24.878083294011113,0
acct_111,2/12/2025 15:00,2/12/2025 15:11,24.405353274604728,0
acct_112,2/15/2025 12:40,2/24/2025 10:01,23.198954946031478,0
acct_113,2/12/2025 15:00,2/12/2025 15:11,24.827798696357902,0
acct_114,2/22/2025 17:40,2/18/2025 8:06,311.58161224338016,1
acct_115,2/5/2025 14:10,2/5/2025 14:55,50.68929045247211,0
acct_116,2/10/2025 7:30,2/10/2025 7:36,23.336652036215995,1
acct_117,2/22/2025 17:40,2/18/2025 8:06,308.62325543553845,1
acct_118,2/24/2025 16:25,2/15/2025 8:16,211.7956308168211,1
acct_119,2/17/2025 19:00,2/23/2025 10:42,98.25787389524798,1
acct_120,2/14/2025 17:45,2/25/2025 8:49,258.05970096069717,1
acct_121,2/21/2025 11:50,2/19/2025 11:26,22.224608688570882,0
acct_122,2/12/2025 15:00,2/12/2025 15:11,27.671568672640465,0
acct_123,2/25/2025 14:20,2/13/2025 9:27,18.61731202660988,1
acct_124,2/3/2025 9:30,2/3/2025 9:38,22.807642784133115,1
acct_125,2/15/2025 12:40,2/24/2025 10:01,22.114928576215632,0
acct_126,2/21/2025 11:50,2/19/2025 11:26,26.910091152541423,0
acct_127,2/12/2025 15:00,2/12/2025 15:11,25.262971633610903,0
acct_128,2/3/2025 9:30,2/3/2025 9:38,20.51645764664539,1
acct_129,2/22/2025 17:40,2/18/2025 8:06,313.1294360433398,1
acct_130,2/18/2025 15:30,2/22/2025 8:21,16.276459045111658,0
acct_131,2/10/2025 7:30,2/10/2025 7:36,20.117755808150083,1
acct_132,2/1/2025 10:00,2/1/2025 10:12,34.10287158394329,1
acct_133,2/11/2025 20:10,2/11/2025 21:05,89.90466790128627,0
acct_134,2/25/2025 14:20,2/13/2025 9:27,15.868481855638972,1
acct_135,2/12/2025 15:00,2/12/2025 15:11,26.274941805302245,0
acct_136,2/20/2025 13:10,2/21/2025 9:08,138.9224573647645,1
acct_137,2/9/2025 16:00,2/9/2025 19:15,122.29562532146713,0
acct_138,2/18/2025 15:30,2/22/2025 8:21,12.211479390199056,0
acct_139,2/12/2025 15:00,2/12/2025 15:11,23.426868449791662,0
acct_140,2/25/2025 14:20,2/13/2025 9:27,15.627063697531796,1
acct_141,2/22/2025 17:40,2/18/2025 8:06,308.3475410672721,1
acct_142,2/5/2025 14:10,2/5/2025 14:55,50.49533180221788,0
acct_143,2/17/2025 19:00,2/23/2025 10:42,94.64154674910048,1
acct_144,2/23/2025 13:30,2/16/2025 10:57,27.49324486210397,0
acct_145,2/24/2025 16:25,2/15/2025 8:16,209.68163025723987,1
acct_146,2/23/2025 13:30,2/16/2025 10:57,28.406776481239888,0
acct_147,2/20/2025 13:10,2/21/2025 9:08,137.9829279161138,1
acct_148,2/22/2025 17:40,2/18/2025 8:06,311.4136992817981,1
acct_149,2/9/2025 16:00,2/9/2025 19:15,121.32533194077097,0
acct_150,2/23/2025 13:30,2/16/2025 10:57,28.7700758753122,0
acct_151,2/6/2025 8:45,2/6/2025 8:49,16.113066885502526,1
acct_152,2/23/2025 13:30,2/16/2025 10:57,28.592836001617318,0
acct_153,2/14/2025 17:45,2/25/2025 8:49,264.0701466054621,1
acct_154,2/1/2025 10:00,2/1/2025 10:12,34.82581165789498,1
acct_155,2/10/2025 7:30,2/10/2025 7:36,21.385833563330845,1
acct_156,2/14/2025 17:45,2/25/2025 8:49,258.49294483928526,1
acct_157,2/22/2025 17:40,2/18/2025 8:06,307.9354746588443,1
acct_158,2/20/2025 13:10,2/21/2025 9:08,137.51105642479786,1
acct_159,2/22/2025 17:40,2/18/2025 8:06,308.22240537353815,1
acct_160,2/24/2025 16:25,2/15/2025 8:16,209.85863923669586,1
acct_161,2/15/2025 12:40,2/24/2025 10:01,23.66859025699543,0
acct_162,2/25/2025 14:20,2/13/2025 9:27,19.102284117104322,1
acct_163,2/21/2025 11:50,2/19/2025 11:26,22.468929445140574,0
acct_164,2/20/2025 13:10,2/21/2025 9:08,141.80036912803993,1
acct_165,2/3/2025 9:30,2/3/2025 9:38,21.478825344601894,1
acct_166,2/3/2025 9:30,2/3/2025 9:38,19.680703385155965,1
acct_167,2/14/2025 17:45,2/25/2025 8:49,258.69416771067057,1
acct_168,2/25/2025 14:20,2/13/2025 9:27,20.0968558416596,1
acct_169,2/15/2025 12:40,2/24/2025 10:01,23.375947174972207,0
acct_170,2/12/2025 15:00,2/12/2025 15:11,22.103745481169906,0
acct_171,2/15/2025 12:40,2/24/2025 10:01,22.86403948803119,0
acct_172,2/23/2025 13:30,2/16/2025 10:57,28.52407162414876,0
acct_173,2/22/2025 17:40,2/18/2025 8:06,308.2006104270245,1
acct_174,2/15/2025 12:40,2/24/2025 10:01,23.379686785674885,0
acct_175,2/17/2025 19:00,2/23/2025 10:42,92.09035502948443,1
acct_176,2/18/2025 15:30,2/22/2025 8:21,19.67237220002434,0
acct_177,2/12/2025 15:00,2/12/2025 15:11,27.495899970118863,0
acct_178,2/22/2025 17:40,2/18/2025 8:06,309.4949653313941,1
acct_179,2/22/2025 17:40,2/18/2025 8:06,310.72690867567815,1
acct_180,2/12/2025 15:00,2/12/2025 15:11,20.18015606840025,0
acct_181,2/18/2025 15:30,2/22/2025 8:21,14.687304679469335,0
acct_182,2/14/2025 17:45,2/25/2025 8:49,259.41244215969573,1
acct_183,2/12/2025 15:00,2/12/2025 15:11,22.85573395714628,0
acct_184,2/8/2025 18:20,2/8/2025 18:24,19.428792965261316,1
acct_185,2/21/2025 11:50,2/19/2025 11:26,27.994593061495987,0
acct_186,2/12/2025 15:00,2/12/2025 15:11,22.646770561141395,0
acct_187,2/25/2025 14:20,2/13/2025 9:27,17.325073191829613,1
acct_188,2/20/2025 13:10,2/21/2025 9:08,140.47089673661986,1
acct_189,2/7/2025 11:00,2/7/2025 12:10,75.22223229699924,0
acct_190,2/1/2025 10:00,2/1/2025 10:12,32.555251374920196,1
acct_191,2/10/2025 7:30,2/10/2025 7:36,22.498072244613883,1
acct_192,2/11/2025 20:10,2/11/2025 21:05,92.64259770162622,0
acct_193,2/20/2025 13:10,2/21/2025 9:08,136.69648170364147,1
acct_194,2/24/2025 16:25,2/15/2025 8:16,207.43786158630834,1
acct_195,2/24/2025 16:25,2/15/2025 8:16,209.15278678707833,1
acct_196,2/7/2025 11:00,2/7/2025 12:10,70.95882317428918,0
acct_197,2/9/2025 16:00,2/9/2025 19:15,121.62520257550729,0
acct_198,2/6/2025 8:45,2/6/2025 8:49,15.483319439641676,1
acct_199,2/8/2025 18:20,2/8/2025 18:24,14.450075880715744,1
acct_0,2/23/2025 13:30,2/16/2025 10:57,29.03082080580162,0
acct_1,2/14/2025 17:45,2/25/2025 8:49,258.8449222252887,1
acct_2,2/14/2025 17:45,2/25/2025 8:49,262.5488944338825,1
acct_3,2/17/2025 19:00,2/23/2025 10:42,93.74482492712616,1
acct_4,2/21/2025 11:50,2/19/2025 11:26,22.72676943379553,0
acct_5,2/5/2025 14:10,2/5/2025 14:55,51.08226322160906,0
acct_6,2/25/2025 14:20,2/13/2025 9:27,20.525852964673874,1
acct_7,2/10/2025 7:30,2/10/2025 7:36,22.896198727872406,1
acct_8,2/14/2025 17:45,2/25/2025 8:49,256.6288053652304,1
acct_9,2/20/2025 13:10,2/21/2025 9:08,141.0760688798565,1
acct_10,2/23/2025 13:30,2/16/2025 10:57,25.9313838966512,0
acct_11,2/17/2025 19:00,2/23/2025 10:42,95.47055222317653,1
acct_12,2/20/2025 13:10,2/21/2025 9:08,137.1525311292019,1
acct_13,2/12/2025 15:00,2/12/2025 15:11,25.89264429508613,0
acct_14,2/17/2025 19:00,2/23/2025 10:42,93.38680219138526,1
acct_15,2/15/2025 12:40,2/24/2025 10:01,20.434730699478955,0
acct_16,2/18/2025 15:30,2/22/2025 8:21,18.427640272964798,0
acct_17,2/24/2025 16:25,2/15/2025 8:16,210.4832890433535,1
acct_18,2/15/2025 12:40,2/24/2025 10:01,21.772046397214204,0
acct_19,2/15/2025 12:40,2/24/2025 10:01,25.902357698042128,0
acct_20,2/20/2025 13:10,2/21/2025 9:08,139.11869515686053,1
acct_21,2/22/2025 17:40,2/18/2025 8:06,310.06421534794185,1
acct_22,2/25/2025 14:20,2/13/2025 9:27,19.537826895357203,1
acct_23,2/22/2025 17:40,2/18/2025 8:06,308.76066813174276,1
acct_24,2/7/2025 11:00,2/7/2025 12:10,72.94227258679986,0
acct_25,2/22/2025 17:40,2/18/2025 8:06,308.9330953056706,1
acct_26,2/11/2025 20:10,2/11/2025 21:05,88.17672335556759,0
acct_27,2/17/2025 19:00,2/23/2025 10:42,97.72528527960668,1
acct_28,2/25/2025 14:20,2/13/2025 9:27,16.918827894975134,1
acct_29,2/15/2025 12:40,2/24/2025 10:01,18.17443933814102,0
acct_30,2/11/2025 20:10,2/11/2025 21:05,92.2218739900238,0
acct_31,2/24/2025 16:25,2/15/2025 8:16,215.098655905214,1
acct_32,2/11/2025 20:10,2/11/2025 21:05,88.18946146910133,0
acct_33,2/1/2025 10:00,2/1/2025 10:12,31.12632391875963,1
acct_34,2/22/2025 17:40,2/18/2025 8:06,309.3790320476081,1
acct_35,2/22/2025 17:40,2/18/2025 8:06,309.4275541003187,1
acct_36,2/1/2025 10:00,2/1/2025 10:12,34.62015231795549,1
acct_37,2/21/2025 11:50,2/19/2025 11:26,21.773223916156304,0
acct_38,2/3/2025 9:30,2/3/2025 9:38,21.159122284952954,1
acct_39,2/14/2025 17:45,2/25/2025 8:49,261.04901475057216,1
acct_40,2/17/2025 19:00,2/23/2025 10:42,92.01118876036139,1
acct_41,2/12/2025 15:00,2/12/2025 15:11,26.398393463389777,0
acct_42,2/20/2025 13:10,2/21/2025 9:08,144.10536996389177,1
acct_43,2/23/2025 13:30,2/16/2025 10:57,28.34392066487412,0
acct_44,2/10/2025 7:30,2/10/2025 7:36,21.325349675862988,1
acct_45,2/23/2025 13:30,2/16/2025 10:57,27.715993571184956,0
acct_46,2/11/2025 20:10,2/11/2025 21:05,90.23051353393713,0
acct_47,2/1/2025 10:00,2/1/2025 10:12,31.538656788985563,1
acct_48,2/20/2025 13:10,2/21/2025 9:08,140.3287814059546,1
acct_49,2/18/2025 15:30,2/22/2025 8:21,16.21907210107438,0
acct_50,2/9/2025 16:00,2/9/2025 19:15,123.69565002591209,0
acct_51,2/14/2025 17:45,2/25/2025 8:49,259.65165453239007,1
acct_52,2/15/2025 12:40,2/24/2025 10:01,26.33577522223904,0
acct_53,2/7/2025 11:00,2/7/2025 12:10,69.79251860443598,0
acct_54,2/12/2025 15:00,2/12/2025 15:11,26.174518333605583,0
acct_55,2/18/2025 15:30,2/22/2025 8:21,17.638800527582458,0
acct_56,2/25/2025 14:20,2/13/2025 9:27,17.261905504270434,1
acct_57,2/5/2025 14:10,2/5/2025 14:55,50.35479222927388,0
acct_58,2/24/2025 16:25,2/15/2025 8:16,212.4250376736632,1
acct_59,2/22/2025 17:40,2/18/2025 8:06,309.3524165914268,1
acct_60,2/20/2025 13:10,2/21/2025 9:08,136.61607470166047,1
acct_61,2/15/2025 12:40,2/24/2025 10:01,22.964874347045107,0
acct_62,2/7/2025 11:00,2/7/2025 12:10,70.19515381041498,0
acct_63,2/12/2025 15:00,2/12/2025 15:11,24.315318122672235,0
acct_64,2/23/2025 13:30,2/16/2025 10:57,27.836824460629757,0
acct_65,2/18/2025 15:30,2/22/2025 8:21,13.588695567968966,0
acct_66,2/22/2025 17:40,2/18/2025 8:06,306.76868332135865,1
acct_67,2/20/2025 13:10,2/21/2025 9:08,140.96413367105106,1
acct_68,2/7/2025 11:00,2/7/2025 12:10,70.95456260766063,0
acct_69,2/21/2025 11:50,2/19/2025 11:26,18.870511316358865,0
acct_70,2/18/2025 15:30,2/22/2025 8:21,18.56968807321627,0
acct_71,2/17/2025 19:00,2/23/2025 10:42,95.54473951054848,1
acct_72,2/22/2025 17:40,2/18/2025 8:06,308.57225035192704,1
acct_73,2/17/2025 19:00,2/23/2025 10:42,92.36633957788352,1
acct_74,2/14/2025 17:45,2/25/2025 8:49,261.6716157926287,1
acct_75,2/7/2025 11:00,2/7/2025 12:10,72.69870124512086,0
acct_76,2/24/2025 16:25,2/15/2025 8:16,214.76520456536815,1
acct_77,2/20/2025 13:10,2/21/2025 9:08,140.84037719744987,1
acct_78,2/22/2025 17:40,2/18/2025 8:06,310.77540628252405,1
acct_79,2/22/2025 17:40,2/18/2025 8:06,309.6661441397829,1
acct_80,2/20/2025 13:10,2/21/2025 9:08,141.63355173440158,1
acct_81,2/11/2025 20:10,2/11/2025 21:05,90.25017040249631,0
acct_82,2/9/2025 16:00,2/9/2025 19:15,122.50345001713039,0
acct_83,2/6/2025 8:45,2/6/2025 8:49,13.95735416272543,1
acct_84,2/1/2025 10:00,2/1/2025 10:12,34.12918505411208,1
acct_85,2/17/2025 19:00,2/23/2025 10:42,94.04179365817603,1
acct_86,2/17/2025 19:00,2/23/2025 10:42,96.58160344235797,1
acct_87,2/7/2025 11:00,2/7/2025 12:10,74.99674888059346,0
acct_88,2/25/2025 14:20,2/13/2025 9:27,18.082319013701397,1
acct_89,2/22/2025 17:40,2/18/2025 8:06,309.15045254441384,1
acct_90,2/12/2025 15:00,2/12/2025 15:11,25.628154447739597,0
acct_91,2/12/2025 15:00,2/12/2025 15:11,24.508476999974196,0
acct_92,2/7/2025 11:00,2/7/2025 12:10,73.90410730627978,0
acct_93,2/6/2025 8:45,2/6/2025 8:49,10.496445418761907,1
acct_94,2/3/2025 9:30,2/3/2025 9:38,18.346589906166212,1
acct_95,2/14/2025 17:45,2/25/2025 8:49,258.4351673320771,1
acct_96,2/15/2025 12:40,2/24/2025 10:01,18.35928797522771,0
acct_97,2/12/2025 15:00,2/12/2025 15:11,23.07272311126239,0
acct_98,2/22/2025 17:40,2/18/2025 8:06,308.16968776830817,1
acct_99,2/15/2025 12:40,2/24/2025 10:01,22.597790690962338,0
acct_100,2/22/2025 17:40,2/18/2025 8:06,312.2259317833205,1
acct_101,2/14/2025 17:45,2/25/2025 8:49,259.5098786976186,1
acct_102,2/1/2025 10:00,2/1/2025 10:12,32.93837255945769,1
acct_103,2/24/2025 16:25,2/15/2025 8:16,209.88609091757294,1
acct_104,2/7/2025 11:00,2/7/2025 12:10,74.0983472428827,0
acct_105,2/23/2025 13:30,2/16/2025 10:57,26.048082367770192,0
acct_106,2/6/2025 8:45,2/6/2025 8:49,13.178850232157103,1
acct_107,2/20/2025 13:10,2/21/2025 9:08,141.11709791854844,1
acct_108,2/24/2025 16:25,2/15/2025 8:16,209.5569277685384,1
acct_109,2/20/2025 13:10,2/21/2025 9:08,141.29496938141895,1
acct_110,2/25/2025 14:20,2/13/2025 9:27,18.972706416409405,1
acct_111,2/3/2025 9:30,2/3/2025 9:38,21.403327296179135,1
acct_112,2/18/2025 15:30,2/22/2025 8:21,14.92984377191872,0
acct_113,2/20/2025 13:10,2/21/2025 9:08,139.97583069842347,1
acct_114,2/14/2025 17:45,2/25/2025 8:49,259.57861997127367,1
acct_115,2/14/2025 17:45,2/25/2025 8:49,257.5682181517917,1
acct_116,2/21/2025 11:50,2/19/2025 11:26,20.873044104262622,0
acct_117,2/14/2025 17:45,2/25/2025 8:49,261.3714980705493,1
acct_118,2/24/2025 16:25,2/15/2025 8:16,209.29809523556403,1
acct_119,2/24/2025 16:25,2/15/2025 8:16,207.95543943670535,1
acct_120,2/17/2025 19:00,2/23/2025 10:42,94.80764212615334,1
acct_121,2/5/2025 14:10,2/5/2025 14:55,52.25603771469861,0
acct_122,2/20/2025 13:10,2/21/2025 9:08,135.43852430925617,1
acct_123,2/1/2025 10:00,2/1/2025 10:12,32.006722620193344,1
acct_124,2/1/2025 10:00,2/1/2025 10:12,33.15422711620946,1
acct_125,2/18/2025 15:30,2/22/2025 8:21,19.92235773344066,0
acct_126,2/15/2025 12:40,2/24/2025 10:01,23.565173965838593,0
acct_127,2/25/2025 14:20,2/13/2025 9:27,20.534634480922453,1
acct_128,2/7/2025 11:00,2/7/2025 12:10,69.71967816174754,0
acct_129,2/24/2025 16:25,2/15/2025 8:16,207.76092824945894,1
acct_130,2/5/2025 14:10,2/5/2025 14:55,50.89562743344542,0
acct_131,2/1/2025 10:00,2/1/2025 10:12,35.116548661870894,1
acct_132,2/1/2025 10:00,2/1/2025 10:12,36.097477637728254,1
acct_133,2/10/2025 7:30,2/10/2025 7:36,21.624658018143094,1
acct_134,2/12/2025 15:00,2/12/2025 15:11,25.556287452909253,0
acct_135,2/25/2025 14:20,2/13/2025 9:27,19.31623816981022,1
acct_136,2/24/2025 16:25,2/15/2025 8:16,211.55553477816986,1
acct_137,2/18/2025 15:30,2/22/2025 8:21,18.614016563888942,0
acct_138,2/23/2025 13:30,2/16/2025 10:57,24.76025601121646,0
acct_139,2/24/2025 16:25,2/15/2025 8:16,205.5054628893183,1
acct_140,2/15/2025 12:40,2/24/2025 10:01,25.003490795303016,0
acct_141,2/22/2025 17:40,2/18/2025 8:06,312.3754501865239,1
acct_142,2/3/2025 9:30,2/3/2025 9:38,17.958753960973326,1
acct_143,2/18/2025 15:30,2/22/2025 8:21,13.280329186908743,0
acct_144,2/15/2025 12:40,2/24/2025 10:01,23.198069642014403,0
acct_145,2/17/2025 19:00,2/23/2025 10:42,96.86167645270106,1
acct_146,2/5/2025 14:10,2/5/2025 14:55,53.59518904486863,0
acct_147,2/25/2025 14:20,2/13/2025 9:27,20.0325951442029,1
acct_148,2/18/2025 15:30,2/22/2025 8:21,16.25656660682861,0
acct_149,2/22/2025 17:40,2/18/2025 8:06,308.21373875683025,1
acct_150,2/10/2025 7:30,2/10/2025 7:36,22.02290258334131,1
acct_151,2/18/2025 15:30,2/22/2025 8:21,16.401470592229487,0
acct_152,2/22/2025 17:40,2/18/2025 8:06,307.9698641885424,1
acct_153,2/12/2025 15:00,2/12/2025 15:11,29.097511301726573,0
